,tweet,source,created_at,compound,positive,neutral,negative
289,A mother and her lawyers allege that ICE and those running an immigration facility in Texas provided substandard me… https://t.co/wVGzMxKjmV,@CNN,2018-08-28 14:40:11+00:00,0.0,0.0,1.0,0.0
290,"After living her entire life with cystic fibrosis, Claire Wineland worked hard to get on the lung transplant list,… https://t.co/Og0bQoczMb",@CNN,2018-08-28 14:32:16+00:00,-0.1027,0.0,0.931,0.069
291,Debunking President Trump's latest conspiracy theory on Google | Analysis by @CillizzaCNN https://t.co/RxBkwb5WGy https://t.co/Umo9W4dg30,@CNN,2018-08-28 14:18:03+00:00,-0.5267,0.0,0.779,0.221
292,GoPro CEO Nick Woodman says the company hasn't been hit by President Trump's tariffs against China yet -- but they… https://t.co/lkRqCiMoXJ,@CNN,2018-08-28 14:05:47+00:00,0.0,0.0,1.0,0.0
293,"RT @CNNnewsroom: ""To understand Aretha, is to understand your soul"" - Fans line up to pay respects to Aretha Franklin https://t.co/WD9dNwR5…",@CNN,2018-08-28 13:55:52+00:00,0.2263,0.106,0.829,0.065
294,"This South African master of movement is inspiring people to look into themselves, which may give them greater appr… https://t.co/UF5LbtDanb",@CNN,2018-08-28 13:51:00+00:00,0.6486,0.227,0.773,0.0
295,"Sen. Lindsey Graham says President Trump's relationship with Jeff Sessions is ""beyond repair"" and suggests that the… https://t.co/LuKuTB3s1E",@CNN,2018-08-28 13:40:09+00:00,0.0,0.0,1.0,0.0
296,"Odell Beckham, Jr. just became the highest-paid wide receiver in the NFL https://t.co/awVUOww8gn https://t.co/JQoJW0Lldh",@CNN,2018-08-28 13:31:52+00:00,0.0,0.0,1.0,0.0
297,"Florida and Arizona are holding primaries today, teeing up the House and Senate races that will be critical to the… https://t.co/jfKoiyMouV",@CNN,2018-08-28 13:30:14+00:00,-0.3182,0.0,0.897,0.103
298,"Air pollution could be more damaging to our health than previously thought, according to a new study, which found t… https://t.co/XJeaYvk0SY",@CNN,2018-08-28 13:20:10+00:00,-0.5563,0.0,0.841,0.159
299,"The Chinese government could be moving to end birth restrictions, amid growing concerns over an aging population an… https://t.co/bO2IHRgi8P",@CNN,2018-08-28 13:10:04+00:00,0.1779,0.086,0.914,0.0
300,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",@CBS,2018-08-27 23:36:57+00:00,0.0,0.0,1.0,0.0
301,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,@CBS,2018-08-24 20:30:16+00:00,-0.4389,0.0,0.879,0.121
302,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",@CBS,2018-08-22 20:55:25+00:00,0.0,0.0,1.0,0.0
303,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",@CBS,2018-08-22 20:10:12+00:00,0.0,0.0,1.0,0.0
304,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,@CBS,2018-08-20 21:59:56+00:00,0.5423,0.171,0.829,0.0
305,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",@CBS,2018-08-17 17:42:02+00:00,0.3182,0.113,0.887,0.0
306,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,@CBS,2018-08-16 18:40:09+00:00,0.0,0.0,1.0,0.0
307,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,@CBS,2018-08-16 00:09:03+00:00,-0.5267,0.092,0.72,0.188
308,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,@CBS,2018-08-12 23:30:02+00:00,0.0,0.0,1.0,0.0
309,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,@CBS,2018-08-12 15:04:59+00:00,0.4389,0.126,0.874,0.0
310,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,@CBS,2018-08-11 18:00:00+00:00,-0.3182,0.0,0.897,0.103
311,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,@CBS,2018-08-11 15:00:02+00:00,0.4926,0.144,0.856,0.0
312,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",@CBS,2018-08-10 22:28:55+00:00,0.8957,0.419,0.581,0.0
313,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",@CBS,2018-08-10 19:59:14+00:00,0.0,0.0,1.0,0.0
314,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,@CBS,2018-08-09 21:00:00+00:00,0.6696,0.255,0.745,0.0
315,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,@CBS,2018-08-09 18:47:00+00:00,0.7901,0.28,0.72,0.0
316,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",@CBS,2018-08-08 16:05:11+00:00,0.6696,0.209,0.791,0.0
317,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,@CBS,2018-08-07 16:06:57+00:00,0.0,0.0,1.0,0.0
318,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",@CBS,2018-08-06 00:20:55+00:00,0.3612,0.111,0.889,0.0
319,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,@CBS,2018-08-06 00:07:38+00:00,0.5411,0.219,0.683,0.098
320,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,@CBS,2018-08-06 00:02:58+00:00,0.3818,0.106,0.894,0.0
321,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,@CBS,2018-08-06 00:02:02+00:00,0.5093,0.155,0.845,0.0
322,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",@CBS,2018-08-05 23:58:41+00:00,0.0,0.0,1.0,0.0
323,"RT @MagnumPICBS: ""There are a lot of easter eggs from the original that fans from the original series will love, and they're peppered throu…",@CBS,2018-08-05 23:44:39+00:00,0.8316,0.306,0.694,0.0
324,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…",@CBS,2018-08-05 23:41:21+00:00,0.0,0.0,1.0,0.0
325,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…",@CBS,2018-08-05 23:35:49+00:00,0.5994,0.157,0.843,0.0
326,RT @MagnumPICBS: It's #MagnumPI time at the #CBS #TCA2018! Follow along as we live tweet the panel!,@CBS,2018-08-05 23:35:46+00:00,0.0,0.0,1.0,0.0
327,RT @happytogether: Thanks for following along! That concludes the #HappyTogether panel at the #CBS #TCA2018! @MagnumPICBS is up next!,@CBS,2018-08-05 23:16:25+00:00,0.5826,0.173,0.827,0.0
328,"RT @happytogether: Question: Even though you're not playing @Harry_Styles, did you do a Harry crash course?
@itsfelixwot: Absolutely not. C…",@CBS,2018-08-05 23:12:39+00:00,-0.5093,0.0,0.798,0.202
329,"RT @happytogether: ""The show is about marriage, it's about getting a bit older, it's about youthfulness, it's about something happening and…",@CBS,2018-08-05 23:10:20+00:00,0.0,0.0,1.0,0.0
330,"RT @happytogether: ""It's always good to have a little bit of truth in whatever you're making.""- @wayansjr 

#HappyTogether #CBS #TCA2018",@CBS,2018-08-05 23:05:58+00:00,0.6041,0.225,0.775,0.0
331,"RT @happytogether: ""I thought I was still young and cool until I met @itsfelixwot!"" -@AmberoniStevens #HappyTogether #CBS #TCA2018",@CBS,2018-08-05 23:01:25+00:00,0.3802,0.147,0.853,0.0
332,"RT @happytogether: ""We never wanted to create a show where people think ""Oh, did @Harry_Styles do that?"" -@benwinston on emphasizing that #…",@CBS,2018-08-05 22:58:41+00:00,-0.2057,0.0,0.917,0.083
333,RT @happytogether: .@wayansjr is quick to point out that the characters in #HappyTogether are fictional. #CBS #TCA2018,@CBS,2018-08-05 22:58:36+00:00,0.0,0.0,1.0,0.0
334,"RT @happytogether: ""@Harry_Styles became part of the family. We didn't want him to move out."" -@benwinston #CBS #HappyTogether #TCA18",@CBS,2018-08-05 22:53:12+00:00,-0.0572,0.0,0.936,0.064
335,"RT @happytogether: ""It's about Cooper who wants nothing but normality and a boring life, and Jake and Claire, who want more excitement."" -@…",@CBS,2018-08-05 22:52:24+00:00,-0.3612,0.059,0.82,0.121
336,"RT @happytogether: ""It's loosely inspired (by the time @Harry_Styles lived with @benwinston), because if we put what actually happened on t…",@CBS,2018-08-05 22:49:06+00:00,0.4939,0.138,0.862,0.0
337,RT @happytogether: It's time for the #HappyTogether panel at the #CBS #TCA18! Follow along here!,@CBS,2018-08-05 22:46:49+00:00,0.0,0.0,1.0,0.0
338,RT @GodFriendedMe: Thanks for following along during the #GodFriendedMe panel at #CBS #TCA18—@HappyTogether is up next!,@CBS,2018-08-05 22:32:37+00:00,0.4926,0.175,0.825,0.0
339,"RT @GodFriendedMe: ""You don't have to believe in God to believe in good."" 🙌@JOEtheMORTON #GodFriendedMe #CBS",@CBS,2018-08-05 22:32:30+00:00,0.2732,0.123,0.877,0.0
340,RT @GodFriendedMe: “It’s incredibly important to us that we’re not a show that’s preachy or judgmental. Whether you believe or don’t believ…,@CBS,2018-08-05 22:16:36+00:00,0.2716,0.095,0.905,0.0
341,"RT @GodFriendedMe: ""Our feet are on the ground. Our characters are not angels, they’re not heavenly, they’re just real people. The 'opposin…",@CBS,2018-08-05 22:16:29+00:00,-0.4973,0.0,0.867,0.133
342,RT @GodFriendedMe: Follow along with us as we live-tweet the #GodFriendedMe panel at #CBS #TCA18 with stars @hall_m_brandon @violettbeane @…,@CBS,2018-08-05 22:16:19+00:00,0.0,0.0,1.0,0.0
343,"RT @cbsallaccess: From the writer of Scream, The Vampire Diaries and The Following, comes a modern day twist on classic fairy tales. 

#Tel…",@CBS,2018-08-05 22:05:44+00:00,-0.4019,0.0,0.886,0.114
344,"RT @cbsallaccess: Small town. Big murder. Follow the Money. 

#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/T…",@CBS,2018-08-05 22:00:47+00:00,-0.6908,0.0,0.793,0.207
345,RT @cbsallaccess: That's a wrap on the #TellMeAStory panel! @GodFriendedMe is up next! #TCA18 #CBSAllAccess,@CBS,2018-08-05 21:48:41+00:00,0.0,0.0,1.0,0.0
346,"RT @cbsallaccess: ""What I love about New York City - besides being the best city in the world - it's textural, it's real, it has everything…",@CBS,2018-08-05 21:48:36+00:00,0.8555,0.286,0.714,0.0
347,RT @cbsallaccess: Who's ready to see @KimCattrall play @daniellemcam's (AKA Little Red Riding Hood) grandmother? #TellMeAStory #TCA18 #CBSA…,@CBS,2018-08-05 21:48:29+00:00,0.5994,0.234,0.766,0.0
348,"RT @cbsallaccess: ""What I like about this show is that there's nothing else on TV like it right now."" -@kevwilliamson #TellMeAStory #TCA18…",@CBS,2018-08-05 21:31:15+00:00,0.6124,0.208,0.792,0.0
349,"RT @MurphyBrownCBS: According to Candice Bergen and Diane English, there's never been a more perfect time to revive #MurphyBrown! https://t…",@CBS,2018-08-05 20:58:52+00:00,-0.2748,0.105,0.742,0.153
350,"RT @MurphyBrownCBS: #MurphyBrown has always been a political show, and that won't change! Read on about how the show plans to cover hot top…",@CBS,2018-08-05 20:56:17+00:00,0.0,0.0,1.0,0.0
351,"RT @FBICBS: ""People are going to get a very realistic view of how that office operates and the stresses. It's a zero-tolerance FBI office.…",@CBS,2018-08-05 20:10:33+00:00,-0.4588,0.0,0.875,0.125
352,Stay tuned for more #CBS #TCA18 action! The @cbsallaccess panel is up next. 👍🏼 https://t.co/fcjiEwpaN0,@CBS,2018-08-05 19:43:38+00:00,0.0,0.0,1.0,0.0
353,"RT @FBICBS: #FBIFam, this should cure your #SundayScaries! Check out the #FBI preview that was shown at the #CBS #TCA18 before the panel. h…",@CBS,2018-08-05 19:22:22+00:00,0.0,0.0,1.0,0.0
354,"RT @TheNeighborhood: ""Once we shot the pilot, we knew that we had a great show."" -@CedEntertainer #TheNeighborhood #CBS",@CBS,2018-08-05 19:21:28+00:00,0.6249,0.204,0.796,0.0
355,"RT @TheNeighborhood: ""It was so well done, as far as I was concerned, that it became a no brainer to do the show. I called the next morning…",@CBS,2018-08-05 19:16:45+00:00,0.1384,0.098,0.823,0.079
356,"RT @TheNeighborhood: ""This is a show about people. This is a show about families, neighbors, friendships... At its core, this is a show abo…",@CBS,2018-08-05 19:15:53+00:00,0.0,0.0,1.0,0.0
357,"RT @TheNeighborhood: We're here at the #CBS #TCA18 giving you the inside scoop on #TheNeighborhood with our stars @CedEntertainer, @Tichina…",@CBS,2018-08-05 18:54:24+00:00,0.4588,0.182,0.818,0.0
358,RT @MurphyBrownCBS: That's a wrap on the #MurphyBrown panel at #TCA18! @TheNeighborhood is up next! #CBS,@CBS,2018-08-05 18:01:09+00:00,0.0,0.0,1.0,0.0
359,"RT @MurphyBrownCBS: Diane English reveals ""We have an enormously famous person in our first episode,"" but keeps the secret under wraps! 🙊 #…",@CBS,2018-08-05 17:55:07+00:00,0.0,0.0,1.0,0.0
360,"RT @MurphyBrownCBS: Diane English talks about how to stay topically relevant while writing scripts ahead of time &amp; also said, ""We have an i…",@CBS,2018-08-05 17:51:13+00:00,0.0,0.0,1.0,0.0
361,RT @MurphyBrownCBS: All the feels! ❤️ #MurphyBrown returns to #CBS this fall! https://t.co/OvQk3CV49W,@CBS,2018-08-05 17:47:01+00:00,0.0,0.0,1.0,0.0
362,"RT @MurphyBrownCBS: ""It's been very emotional for the old guys... We saw Murphy's townhouse and we all got tears in our eyes."" -Candice Ber…",@CBS,2018-08-05 17:39:48+00:00,-0.0018,0.073,0.853,0.074
363,"Stay tuned, because @MurphyBrownCBS is up next at the #CBS #TCA18! https://t.co/0qdjQiFrwW",@CBS,2018-08-05 17:28:37+00:00,0.0,0.0,1.0,0.0
364,"RT @FBICBS: “Even though I was scared to say yes, it was so clear you don’t say no. I knew I couldn’t say no. I couldn’t be more grateful,…",@CBS,2018-08-05 17:28:03+00:00,-0.0602,0.182,0.599,0.219
365,"RT @FBICBS: What's it like for @JeremySisto coming back to a Dick Wolf show?

""It's one of the most stable ships you can be on... It's exci…",@CBS,2018-08-05 17:27:46+00:00,0.1761,0.16,0.735,0.105
366,"RT @FBICBS: ""We're celebrating the troops on the ground... There are endless stories in there."" - Dick Wolf on why he wanted to focus the s…",@CBS,2018-08-05 17:27:41+00:00,0.1027,0.123,0.767,0.11
367,"RT @FBICBS: “It’s really exciting to be here for the first time in a long, long, long, long time.” - Dick Wolf #CBS #TCA18",@CBS,2018-08-05 17:27:31+00:00,0.0498,0.13,0.746,0.123
368,Celebrate #NationalSistersDay with an iconic group of sisters! Watch how these three became part of The Brady Bunch… https://t.co/nBVjxl4AbP,@CBS,2018-08-05 14:47:12+00:00,0.6114,0.182,0.818,0.0
369,RT @startrekcbs: Executive Producer Alex Kurtzman and @SirPatStew surprised fans today at #STLV with news that he will be returning to the…,@CBS,2018-08-04 22:57:37+00:00,0.2263,0.083,0.917,0.0
370,Watching a 💯 spin on @PriceIsRight never gets old…especially when it’s Mila Kunis! https://t.co/NPOukc3jPz,@CBS,2018-08-04 00:24:55+00:00,0.0,0.0,1.0,0.0
371,"RT @TrueCrimeCBS: The chances of successfully blowing the whistle are slim, but did a Wells Fargo personal banker beat the odds?

Find out…",@CBS,2018-08-03 22:34:08+00:00,0.6124,0.24,0.76,0.0
372,Celebrate #NationalAvocadoDay with @letsmakeadeal. 🥑 Relive this #LMAD moment when an avocado wins one amazing deal! https://t.co/QS8GLajWU5,@CBS,2018-07-31 21:02:33+00:00,0.9098,0.469,0.531,0.0
373,"Housewives. PTA moms. School volunteers. Starting TONIGHT, hear the stories of seemingly innocent women who put it… https://t.co/5TA15OiTuh",@CBS,2018-07-28 16:43:56+00:00,0.34,0.124,0.876,0.0
374,"This is one allowance that can’t be beat! Kids are winning big this week on @PriceIsRight. 🎉
 https://t.co/lncKu9XvNo",@CBS,2018-07-25 17:25:36+00:00,0.5707,0.187,0.813,0.0
375,"Renowned artists Cher, Philip Glass, Reba McEntire, Wayne Shorter, and the co-creators of #Hamilton will be recogni… https://t.co/PEjjI9MKE1",@CBS,2018-07-25 15:12:31+00:00,0.0,0.0,1.0,0.0
376,Who's excited for the return of @MurphyBrownCBS? Here's a behind-the-scenes look at the first table read of the sea… https://t.co/1B5S4WJnCW,@CBS,2018-07-25 01:05:03+00:00,0.34,0.118,0.882,0.0
377,"Mark your calendars because you won’t want to miss this! Former Secretaries of State @HillaryClinton, @Madeleine, a… https://t.co/JKDPp97OqN",@CBS,2018-07-24 18:54:14+00:00,-0.1511,0.068,0.834,0.099
378,The cast couldn’t be more excited to welcome @ansonmount into the @startrekcbs family! Who’s ready to see the iconi… https://t.co/fOS4f4VCb2,@CBS,2018-07-23 21:30:33+00:00,0.8293,0.34,0.66,0.0
379,RT @startrekcbs: Stream the full panel &amp; learn all the exclusive details revealed about season 2 of #StarTrekDiscovery at @Comic_Con: https…,@CBS,2018-07-22 01:56:13+00:00,0.128,0.073,0.927,0.0
380,RT @MagnumPICBS: Couldn't make it to San Diego for the #MagnumPI panel? Here's everything you missed at #SDCC2018: https://t.co/Z7IBqF1YJ8…,@CBS,2018-07-21 00:55:28+00:00,-0.296,0.0,0.891,0.109
381,RT @bigbangtheory: The #BigBangTheory writers teased a honeymoon episode and more @YoungSheldon characters in Season 12 while speaking at #…,@CBS,2018-07-21 00:19:12+00:00,-0.296,0.0,0.891,0.109
382,"RT @TrueCrimeCBS: When you find out you’ve been treated with chemo, but you don’t have cancer. #Whistleblower https://t.co/DAKwu1vcNX",@CBS,2018-07-21 00:10:00+00:00,-0.7964,0.0,0.736,0.264
383,George blew the whistle on a doctor targeting those who believed they had cancer. What was the outcome? Find out to… https://t.co/rLlNzlK3Cy,@CBS,2018-07-20 23:44:54+00:00,-0.6597,0.0,0.82,0.18
384,"RT @startrekcbs: Discover the next adventure of Starfleet in this first look at the season 2 premiere, coming early 2019. Season 1 is now s…",@CBS,2018-07-20 22:29:36+00:00,0.3182,0.095,0.905,0.0
385,Take a trip down memory lane with the cast and crew of @MagnumPICBS at #SDCC2018! https://t.co/jHVxm7kyaT,@CBS,2018-07-20 21:39:09+00:00,0.0,0.0,1.0,0.0
386,"This @cbsallaccess series is unlike any fairy tale you've ever seen before. @paulwesley, @kevwilliamson &amp;… https://t.co/icsSnPxKAr",@CBS,2018-07-20 15:08:23+00:00,0.0,0.0,1.0,0.0
387,🤰👩‍👧🚫🍸 #WorldEmojiDay,@CBS,2018-07-17 17:55:25+00:00,0.0,0.0,1.0,0.0
388,👨📝✔️ #WorldEmojiDay,@CBS,2018-07-17 17:22:29+00:00,0.0,0.0,1.0,0.0
389,👩‍💼💼🇺🇸 #WorldEmojiDay,@CBS,2018-07-17 17:22:29+00:00,0.0,0.0,1.0,0.0
390,🕵️🕵️‍♀️ #WorldEmojiDay,@CBS,2018-07-17 17:22:29+00:00,0.0,0.0,1.0,0.0
391,⚓️🦅🇺🇸 #WorldEmojiDay,@CBS,2018-07-17 17:22:29+00:00,0.0,0.0,1.0,0.0
392,🏄🌴🚔 #WorldEmojiDay,@CBS,2018-07-17 17:22:29+00:00,0.0,0.0,1.0,0.0
393,💙👮🍽 #WorldEmojiDay,@CBS,2018-07-17 17:22:28+00:00,0.0,0.0,1.0,0.0
394,💣📎 #WorldEmojiDay,@CBS,2018-07-17 17:22:28+00:00,0.0,0.0,1.0,0.0
395,🌎☄️ #WorldEmojiDay,@CBS,2018-07-17 17:22:28+00:00,0.0,0.0,1.0,0.0
396,🏷💰🎰 #WorldEmojiDay,@CBS,2018-07-17 17:22:28+00:00,0.0,0.0,1.0,0.0
397,👶😴🚫 #WorldEmojiDay,@CBS,2018-07-17 17:22:28+00:00,0.0,0.0,1.0,0.0
398,🤝💼💰 #WorldEmojiDay,@CBS,2018-07-17 17:22:28+00:00,0.0,0.0,1.0,0.0
399,💄👠📷 #WorldEmojiDay,@CBS,2018-07-17 17:22:27+00:00,0.0,0.0,1.0,0.0
400,"🐢 Scientists have found new evidence confirming that turtles once lived without shells.
👉 https://t.co/xLIFJNJdh1 https://t.co/VUcP8zguW7",@BBC,2018-08-28 18:56:05+00:00,0.0,0.0,1.0,0.0
401,A conversation with a homeless man inspired Stephen to attempt the unusual challenge of crossing the Alps on a spac… https://t.co/w6h0Yhe5bf,@BBC,2018-08-28 18:03:04+00:00,0.5423,0.22,0.78,0.0
402,😂 If Britney's songs were Scottish. https://t.co/Em0LRQmbFt,@BBC,2018-08-28 16:01:02+00:00,0.0,0.0,1.0,0.0
403,"RT @BBCOne: Be careful who you trust.

#Bodyguard. Continues Sundays at 9pm on @BBCOne. Or available to watch on @BBCiPlayer: https://t.co/…",@BBC,2018-08-28 14:51:38+00:00,0.5994,0.205,0.795,0.0
404,"RT @BBCiPlayer: Watch the highlights from Reading and Leeds Festivals on BBC iPlayer 🙌 
https://t.co/AfQl9nXavO https://t.co/KGbRUouFCZ",@BBC,2018-08-28 14:51:32+00:00,0.3612,0.152,0.848,0.0
405,"Once upon a time, two early humans of different ancestry met at a cave in Russia.

50,000 years later, scientists h… https://t.co/oOCBlGLFqQ",@BBC,2018-08-28 13:02:04+00:00,0.0,0.0,1.0,0.0
406,@BBCTravelShow is on @BBCiPlayer now 👉 https://t.co/Sqn5y0xC80,@BBC,2018-08-28 12:48:59+00:00,0.0,0.0,1.0,0.0
407,🍅 Neighbourhood gardens are providing important access to fresh food in urban areas. https://t.co/wLol6vY5rW,@BBC,2018-08-28 12:00:18+00:00,0.4767,0.272,0.728,0.0
408,"This sweet, sticky rice is hit 100 times with a mallet to create a delicious Japanese dessert. 🍚🔨 #TheTravelShow https://t.co/jLazGPrVH1",@BBC,2018-08-28 11:33:00+00:00,0.8316,0.37,0.63,0.0
409,🍯 Honey and over-the-counter meds should be the first line of treatment for most people with coughs to avoid antibi… https://t.co/di9e7UgCm9,@BBC,2018-08-28 11:01:01+00:00,-0.296,0.0,0.896,0.104
410,"❤️🐾 So many puppies and kittens will be safer because of this.
#LucysLaw https://t.co/LyF6u8hy2n",@BBC,2018-08-28 08:00:16+00:00,0.4215,0.177,0.823,0.0
411,"What's the real price of getting rid of plastic packaging?
👉 https://t.co/RyTb9nF0CF https://t.co/MwiKgBExnZ",@BBC,2018-08-28 07:26:06+00:00,0.0,0.0,1.0,0.0
412,😲 Researchers have created a virtual reality system that tricks your brain into thinking you have unlimited space t… https://t.co/zo6iUmhwoN,@BBC,2018-08-28 07:00:13+00:00,0.128,0.103,0.821,0.077
413,"Nikki Bedi interviews one of Britain's most successful - and outspoken - actors, @rizmc.

Riz Ahmed: Road to Englis… https://t.co/PACKut4MfU",@BBC,2018-08-27 20:01:03+00:00,0.624,0.194,0.806,0.0
414,"🙈 Walking in on your mum. The last thing you want to see. Ever. 

#Wanderlust starring Toni Collette | September 4… https://t.co/C8JHV3ym5j",@BBC,2018-08-27 19:36:00+00:00,0.0772,0.064,0.936,0.0
415,"In this revealingly intimate documentary, Adrian Chiles takes a long hard look at his own love of boozing. 🍺

Drink… https://t.co/mDtI8RH9Qk",@BBC,2018-08-27 19:03:04+00:00,0.5859,0.186,0.752,0.062
416,More than half of Borneo's orangutans have perished since 1999; their habitats destroyed to make way for palm oil p… https://t.co/SIm7DMFEgU,@BBC,2018-08-27 18:12:05+00:00,-0.4939,0.0,0.862,0.138
417,🎻 The incredible orchestra with a difference. https://t.co/v9oGw3x47H,@BBC,2018-08-27 17:05:04+00:00,0.0,0.0,1.0,0.0
418,"An increasing number of South Korean women are choosing not to marry, not to have children, and not even to have re… https://t.co/Ae3Q2qtHTc",@BBC,2018-08-27 16:03:04+00:00,0.0772,0.056,0.944,0.0
419,"😂🐋🚌 'Before there were London buses, what did we use to measure blue whales?' https://t.co/Tmv8QZe8e7",@BBC,2018-08-27 14:08:03+00:00,0.0,0.0,1.0,0.0
420,"⚖️🐧 More than 19,000 animals at @ZSLLondonZoo have had their vital statistics taken for the annual weigh-in.
👉… https://t.co/H7JPVMODto",@BBC,2018-08-27 12:11:04+00:00,0.296,0.109,0.891,0.0
421,🌻🌻 The Pop-Up Farm has been created by a Hertfordshire farmer to help people learn about farming in a different way… https://t.co/E4PnTp3eLS,@BBC,2018-08-27 10:05:03+00:00,0.5719,0.207,0.793,0.0
422,"Three uninhabited Orkney islands have been put up for sale together for offers over £200,000.
👉… https://t.co/5318XAYLFf",@BBC,2018-08-27 09:01:02+00:00,0.0,0.0,1.0,0.0
423,"Why this bloodless testing device could be a game-changer in the fight against malaria.
#BBCInnovators https://t.co/2kRsfLzxOJ",@BBC,2018-08-27 08:10:04+00:00,-0.3818,0.0,0.843,0.157
424,"RT @BBCOne: 🚨 Consider this your 30-minute warning! 🚨
#Bodyguard. Starts tonight at 9pm, @BBCOne. https://t.co/m8JzlprYRG",@BBC,2018-08-26 19:39:07+00:00,-0.4003,0.0,0.828,0.172
425,"A troubled war veteran is assigned to protect a controversial politician...

#Bodyguard | 9pm | @BBCOne |… https://t.co/SopVXMpTWg",@BBC,2018-08-26 19:13:06+00:00,-0.7269,0.122,0.469,0.408
426,"🕵️😂 Did you know Sherlock is Indian? 
#GoodnessGraciousMe https://t.co/quFCCTvECl",@BBC,2018-08-26 18:05:00+00:00,0.0,0.0,1.0,0.0
427,"The perfect picnic doesn't exi- 
#NationalDogDay https://t.co/hCE7MqzF2P",@BBC,2018-08-26 16:46:09+00:00,0.5719,0.381,0.619,0.0
428,"This sketch was discovered in Germany, but could it be by British artist Henry Moore? Fiona Bruce and @PhilipMould… https://t.co/gGf2OFwsVI",@BBC,2018-08-26 16:32:00+00:00,0.0,0.0,1.0,0.0
429,"😴 It’s hard to overstate the benefits of a night’s rest for human memory, and neuroscientists are just beginning to… https://t.co/GK81wfxhJ3",@BBC,2018-08-26 15:05:02+00:00,0.296,0.124,0.81,0.067
430,The boat that ROCKED 🤘https://t.co/4avyIFuoot,@BBC,2018-08-26 14:07:04+00:00,0.0,0.0,1.0,0.0
431,"📖 The murderer turned author who published clues to his crimes.
👉https://t.co/ITArfoXazg https://t.co/BSXLone9P7",@BBC,2018-08-26 12:06:05+00:00,-0.6808,0.0,0.705,0.295
432,🎓 Aidan has cerebral palsy so he used eye gaze technology to complete his degree in creative writing...and got a fi… https://t.co/KMxNJIYrPv,@BBC,2018-08-26 11:01:06+00:00,0.4404,0.132,0.868,0.0
433,💉 Scientists believe they have found a reliable way to transform donor blood into the universal type needed for saf… https://t.co/rU3YmogzMa,@BBC,2018-08-26 10:09:08+00:00,0.0,0.0,1.0,0.0
